recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,check_box_keyword,education,major_task,qualifications,text_keyword
R01811,3.0,,,0,0,2507;2707,2,2,2,
R03365,3.0,,,0,0,2507;2707;2503,3,2,1,
R06174,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R05149,3.0,,,0,0,2101;2507;2707,4,2,1,
R00614,3.0,,,0,0,2707;2205;2204;2111;2507,3,2,2,
R05347,3.0,,,0,0,2507;2707,3,2,2,디자이너;여성복
R01769,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R06044,3.0,,,0,0,2204;2205;2507;2703;2707,4,2,1,
R00795,3.0,,,0,0,2507;2707,4,2,1,
R03692,3.0,,,0,0,2101;2102;2201;2204;2205;2707,4,2,2,
R01543,3.0,,,0,0,2501;2507;2707,2,2,1,
R00741,3.0,,,0,0,2101;2108;2201;2303;2507;2707;2810,4,8,1,
R05811,3.0,,,0,0,2101;2507,4,2,1,
R05921,3.0,,,0,0,2201;2204;2205;2507;2707;2810,2,2,2,
R04278,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R05636,3.0,,,0,0,2101;2108;2110;2201;2204;2205;2507;2707,2,2,2,
R02461,3.0,,,0,0,2501;2504;2507;2707,2,2,2,
R06308,3.0,,,0,0,2507;2707,3,2,2,
R03596,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R05290,3.0,,,0,0,2108;2707;2810,2,2,1,
R01312,3.0,,,0,0,2101;2108;2109;2201;2707;2810,3,2,2,
R01907,3.0,,,0,0,2501;2507;2707,3,2,2,
R06139,3.0,,,0,0,2101;2108;2201;2507;2707;2810,2,2,2,
R05193,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,2,2,1,
R02925,3.0,,,0,0,2108;2707;2810,3,2,1,
R06058,3.0,,,0,0,2507;2707,3,2,2,
R05900,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00337,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,3,2,1,
R06637,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R03896,3.0,,,0,0,2101;2108;2201;2707;2810,4,2,1,
R01353,3.0,,,0,0,2201;2506;2507;2707;2108,3,2,2,
R02445,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R03873,3.0,,,0,0,2101;2108;2201;2707,3,8,1,
R03682,3.0,,,0,0,2507;2707,3,2,1,
R01088,3.0,,,0,0,2507;2707,2,2,1,
R03129,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R04354,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R02749,3.0,,,0,0,2799;2707;2507,3,2,1,
R01137,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R03456,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R03338,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00249,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R04576,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00127,3.0,,,0,0,2102;2707,3,2,2,
R04420,3.0,,,0,0,2507;2707,4,2,2,
R01018,3.0,,,0,0,2101;2108;2201;2501;2507;2707,4,2,1,
R03276,3.0,,,0,0,2201;2104;2507,2,2,1,
R03926,3.0,,,0,0,2707;2507;2110,4,2,1,
R02678,3.0,,,0,0,2201,4,2,2,
R02423,3.0,,,0,0,2110;2203,4,2,2,
R03052,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R06212,3.0,,,0,0,2507;2707,2,2,1,
R05186,3.0,,,0,0,2501;2507;2707,3,2,2,
R05103,3.0,,,0,0,2507;2707,3,2,1,
R05066,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R03150,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R06627,3.0,1.0,,0,0,2799;2707;2507,3,2,1,섬유;의상
R04597,3.0,,,0,0,2101;2108;2201;2707;2810,4,2,2,
R03755,3.0,,,0,0,2101;2104;2105;2108;2109;2201;2203;2302;2507;2707;3008;3099,3,2,1,
R05624,3.0,,,0,0,2507;2707,3,2,1,
R05531,3.0,,,0,0,2109;2507,3,2,1,
R03572,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R00170,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R03742,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R01699,3.0,,,0,0,2108;2507,2,2,1,
R05634,3.0,,,0,0,2101;2108;2201;2707,3,8,2,
R03157,3.0,,,0,0,2501;2507,4,8,2,
R01989,3.0,,,0,0,2507;2707,3,8,1,
R04363,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,2,영업;영업관리;영업MD;MD
R04863,3.0,,,0,0,2707;2101;2507,2,2,1,
R01307,3.0,,,0,0,2507;2503;2707,4,2,1,
R04184,3.0,,,0,0,2204;2205;2507;2703;2707,3,2,2,
R02322,3.0,,,0,0,2108;2507;2707;2810,4,2,2,
R05180,3.0,,,0,0,2507;2204;2201,3,2,1,
R02817,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R02195,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R03915,3.0,,,0,0,2507;2111;2109;2201,3,2,1,
R00157,3.0,,,0,0,2507;2707,3,2,1,
R05384,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R00931,3.0,,,0,0,2507;2707,4,2,1,
R04135,3.0,,,0,0,2101;2110;2201;2204;2205;2707,3,2,2,
R05904,5.0,,,0,0,2507;2707,3,2,1,
R01690,3.0,,,0,0,2507;2703;2707,3,2,1,
R01918,3.0,,,0,0,2507;2201;2104;2204,2,2,2,
R05616,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,1,
R03331,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,영업
R04292,3.0,,,0,0,2507;2707,4,2,1,
R05645,3.0,,,0,0,2507;2707,4,2,1,
R05628,3.0,,,0,0,2101;2104;2105;2109;2201;2203;2204;2205;2302;2707;3008;3099,2,2,2,수입잡화;악세서리;MD;홍보;백화점;가방;PR;쇼핑몰
R03039,3.0,,,0,0,2507;2707,3,2,1,
R03297,3.0,,,0,0,2204;2205;2507;2707,4,2,2,
R05906,3.0,,,0,0,2108;2707;2810,3,2,1,
R01799,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R00391,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03700,3.0,,,0,0,2507;2707,3,2,2,
R05135,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,2,
R01524,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R03434,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00743,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R03468,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R00876,3.0,,,0,0,2501;2507,4,2,1,
R04572,3.0,,,0,0,2507;2707,4,2,2,
R06133,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R02704,3.0,,,0,0,2101;2109;2110;2201;2203;2204;2205;2707,4,2,2,영업기획;MD
R02112,11.0,,,0,0,2707,3,7,2,
R00438,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R03764,3.0,,,0,0,2507;2707;2810,3,2,0,
R00469,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03950,3.0,,,0,0,2507;2707,3,2,1,의류;스타일디자이너;의복;디자이너;캐쥬얼;의상;여성복;여성복디자이너
R04829,3.0,,,0,0,2507;2707;2810,2,2,2,
R01644,3.0,,,0,0,2707;2204;2106;2102,4,2,1,
R05823,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02792,3.0,,,0,0,2507;2707,4,2,2,
R01421,3.0,,,0,0,2109;2203;2707,2,2,1,
R04765,3.0,,,0,0,2101;2104;2105;2109;2110;2203;2707;3008,4,2,1,
R03808,3.0,,,0,0,2507;2707,3,2,1,의류;섬유;소싱MD;소싱TD;소싱
R05691,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02640,3.0,,,0,0,2507;2707;2810,4,2,1,
R05437,3.0,,,0,0,2507;2707,4,2,2,
R01364,3.0,,,0,0,2201;2204;2205;2707,2,7,2,
R05266,3.0,,,0,0,2101;2107;2108;2109;2201;2203;2204;2205,3,2,2,
R02858,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R06661,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06508,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R03013,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R01900,3.0,,,0,0,2108;2707;2810,3,2,2,생산관리;생산MD
R02192,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00518,5.0,,,0,0,2201;2204;2205;2707,2,2,2,영업;매장관리;영업부;영업관리
R05903,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04853,3.0,,,0,0,2101;2108;2201;2707,3,2,1,기획MD
R02522,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R06534,3.0,,,0,0,2507;2707;2810,3,2,2,
R04145,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R01917,3.0,,,0,0,2507;2707,3,2,1,디자이너;여성복
R05782,3.0,,,0,0,2507;2707,3,2,1,
R02311,3.0,,,0,0,2507;2707;2810,3,2,2,
R00479,5.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R03409,3.0,,,0,0,2201;2204;2205;2707,4,2,1,대리및;남성복;영업부;모집;과장
R01629,3.0,,,0,0,2108;2110;2203;2204;2299;2707;2810,3,2,1,
R02052,3.0,,,0,0,2201;2507;2707,2,2,1,
R01282,3.0,,,0,0,2707;2507;2503;2108,4,2,1,
R02850,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,1,
R04673,3.0,,,0,0,2507;2707,3,2,1,
R01484,3.0,,,0,0,2101;2104;2105;2110;2201;2204;2205;2707;3008;3099,2,2,1,
R03145,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03500,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,영업MD;유통MD;아동MD
R05886,3.0,,,0,0,2101;2108;2201;2707;2810,3,2,1,MD;상품기획
R00221,3.0,,,0,0,2204;2205;2507;2707;2810,2,2,2,
R02781,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R06208,3.0,,,0,0,2507;2599;2707,3,2,1,
R06564,3.0,,,0,0,2101;2108;2110;2201;2203;2204;2205;2299,2,2,2,
R00104,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R03610,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02563,3.0,,,0,0,2507;2707,3,2,2,
R06150,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R05853,3.0,,,0,0,2799;2507;2205,2,2,1,
R06292,3.0,,,0,0,2101;2108;2201;2707;2810,3,2,2,
R06169,3.0,,,0,0,2101;2108;2201;2507;2707,3,2,2,
R02716,3.0,,,0,0,2101;2108;2201;2707,2,2,1,MD;소재
R01678,3.0,,,0,0,2101;2108;2109;2111;2201;2203;2204;2205,3,2,1,
R06259,3.0,,,0,0,2507;2707;2810,2,2,1,
R06017,3.0,,,0,0,2108;2707;2810,2,2,1,
R05238,3.0,,,0,0,2507;2707;2810,2,2,1,
R00850,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R02439,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R01306,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04446,3.0,,,0,0,2101;2507,4,2,1,
R05579,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R00793,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00260,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02892,3.0,,,0,0,2507;2707,3,2,1,
R00621,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05663,3.0,,,0,0,2507,4,7,1,
R03373,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R04802,3.0,,,0,0,2501;2507;2707,4,8,1,
R06352,3.0,,,0,0,2201;2507;2707,4,2,1,
R03940,3.0,,,0,0,2101;2201;2507;2707,3,2,1,
R02571,3.0,,,0,0,2101;2109;2110;2203;2707,4,2,1,
R06451,3.0,,,0,0,2102;2707,3,2,1,
R04934,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05509,3.0,,,0,0,2507;2707,2,2,1,
R00424,3.0,5.0,20.0,0,0,2108;2707;2810,2,2,2,
R04964,3.0,,,0,0,2507;2707,3,8,1,피팅;신입;디자이너;여성복
R06280,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R02606,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R06417,3.0,,,0,0,2101;2108;2110;2201;2707,4,2,2,
R04349,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R06519,3.0,,,0,0,2507;2707,4,2,1,
R04824,3.0,,,0,0,2707;2507,4,2,2,
R06124,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05998,3.0,,,0,0,2101;2108;2201;2707,4,2,1,MD;MLB;기획MD
R04971,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R00646,3.0,,,0,0,2507;2503;2101,4,2,1,
R03956,3.0,,,0,0,2101;2104;2105;2108;2201;2707;3008;3099,3,2,1,
R01006,3.0,,,0,0,2507;2707,2,2,2,
R03067,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03152,3.0,,,0,0,2101;2110;2507;2707,4,2,2,
R02872,3.0,,,0,0,2101;2108;2201;2707,4,2,2,영업MD;MD;여성복;기획실
R04319,3.0,,,0,0,2204;2205;2707,3,2,2,
R01878,3.0,,,0,0,2507;2707,2,2,1,어드바이져리;디자이너;캐쥬얼;여성;ADVISORY;남성;스트릿
R04378,3.0,,,0,0,2507;2707;2810,3,2,0,
R01887,3.0,,,0,0,2507;2707,3,2,1,
R00509,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,3,2,1,
R05863,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R02922,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R05678,3.0,,,0,0,2106;2114;2199;2204;2102,2,2,2,
R03929,3.0,,,0,0,2507,4,2,2,
R02822,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R03314,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R00217,3.0,,,0,0,2108;2707;2810,3,2,1,
R04210,3.0,,,0,0,2507;2707,4,8,2,
R04029,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R05280,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,매장영업;매장관리;로드샵;영업부;로드숍;아울렛;할인점;영업;백화점
R01453,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00339,20.0,,,0,0,2101,4,2,1,
R05810,3.0,,,0,0,2201;2204;2205;2707,2,2,1,영업;매장영업
R05416,5.0,,,0,0,2101;2108;2201;2707,3,2,1,
R05970,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00264,3.0,,,0,0,2201;2707,2,7,2,
R04241,3.0,,,0,0,2507;2204;2201,3,2,1,
R05462,3.0,,,0,0,2507;2707,2,2,2,
R01786,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02990,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01468,3.0,,,0,0,2507;2707,4,2,2,
R02696,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04085,3.0,,,0,0,2507;2707;2108,3,2,1,의류;섬유;의복;의상;생산관리;남성복;여성복
R04703,3.0,,,0,0,2507;2707,4,2,1,
R02293,3.0,,,0,0,2201;2204;2707,4,2,1,
R04191,3.0,,,0,0,2507,3,2,1,
R00994,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R06091,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707,2,2,1,
R00436,3.0,,,0,0,2507;2707,2,2,1,
R02019,3.0,,,0,0,2507;2707,2,2,2,의류;섬유;의복;의상;남성복;여성복
R02849,3.0,,,0,0,2108;2707;2810,2,2,1,
R04243,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04322,3.0,,,0,0,2101;2108;2201;2707,3,2,1,MD;상품기획;캐주얼
R06498,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R01757,3.0,,,0,0,2507;2707,4,2,2,
R04806,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R03774,3.0,,,0,0,2501;2507;2707,2,2,2,
R05898,3.0,,,0,0,2101;2201;2204;2205;2206;2707,3,2,2,
R02689,3.0,,,0,0,2507;2707,4,2,1,
R04065,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R02644,3.0,,,0,0,2507;2707,3,2,1,
R03168,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05235,3.0,,,0,0,2507;2707;2810,2,2,1,
R01011,3.0,,,0,0,2507;2707,2,2,2,
R06584,3.0,,,0,0,2507;2707,4,2,1,품평;트렌드;디자인
R02825,3.0,,,0,0,2507;2707,3,2,1,
R01516,3.0,,,0,0,2507;2707,3,2,2,
R00230,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R05609,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01471,3.0,,,0,0,2108;2707;2810,3,2,1,
R03888,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03259,3.0,,,0,0,2103,4,2,2,
R06027,3.0,,,0,0,2101;2108;2201;2707,3,2,1,기획MD
R05639,20.0,,,0,0,2507;2108;2599;2315,3,2,1,
R05603,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R01578,3.0,,,0,0,2507;2707,3,2,1,
R02354,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00836,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,
R04066,3.0,,,0,0,2101;2108;2201;2206;2507;2707;2810,2,2,2,
R06554,3.0,,,0,0,2707;2507;2501,3,2,1,
R00234,3.0,,,0,0,2101;2102;2104;2105;2108;2707;2810;3008,4,2,1,
R04394,3.0,,,0,0,2507;2703;2707;2810,2,2,2,
R00536,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00346,3.0,,,0,0,2201;2204;2205;2707,2,2,1,의류;매장관리;매장시설관리;아동복;영업기획;의상;판매영업;대리점관리;남성복;스포츠의류;법인영업;액세서리;여성복;판매관리;고객관리;영업관리
R01262,3.0,,,0,0,2507;2707,4,2,1,디자이너;여성복
R00768,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04985,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R00462,3.0,,,0,0,2507;2707,3,2,1,
R04393,3.0,,,0,0,2108;2111;2707;2110;2101,2,2,1,
R03628,3.0,,,0,0,2507;2707;2810,3,2,1,
R01298,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03821,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R04355,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,MD
R00701,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00963,3.0,,,0,0,2101;2104;2105;2302;2303;2707;3008;3099,4,2,1,
R00182,3.0,,,0,0,2101;2108;2201;2707;2810,3,2,1,
R01748,3.0,,,0,0,2507;2703;2707,2,8,1,
R04370,3.0,,,0,0,2507;2707,3,8,1,의류;인턴;디자이너;캐주얼;패션
R05807,3.0,,,0,0,2101;2108;2201;2707,4,2,1,의류;여성캐주얼;상품기획MD;패션
R04304,3.0,,,0,0,2507;2707,2,2,2,
R03900,3.0,,,0,0,2799;2507,2,2,2,
R03569,3.0,,,0,0,2507;2707,3,2,1,
R04805,3.0,,,0,0,2101;2102;2104;2105;2707;3008;3099,4,2,1,
R06012,3.0,,,0,0,2501;2507;2707,4,8,2,
R00054,3.0,,,0,0,2101;2104;2105;2201;2204;2205;2707;3008;3099,4,2,1,
R06466,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R06145,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01676,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04107,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03931,3.0,,,0,0,2507;2707,3,2,2,의류;섬유;의복;의상;남성복;여성복;부자재
R04528,3.0,,,0,0,2507;2707,3,2,2,
R06623,3.0,,,0,0,2507;2707,3,2,2,
R04623,3.0,,,0,0,2108;2707;2810,2,2,1,
R02499,3.0,,,0,0,2101;2108;2201;2707,3,2,1,상품기획;상품MD;MD;기획MD;골프MD
R03732,3.0,,,0,0,2507;2707,2,2,1,
R00556,3.0,,,0,0,2507;2707,4,2,1,
R00250,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R00111,3.0,,,0,0,2204;2205;2707;3007,2,2,2,
R05184,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R05591,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04389,3.0,,,0,0,2707;2201;2204;2507,3,2,1,의류;섬유;의복;의상;대리점관리;영업관리
R02441,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R04737,3.0,,,0,0,2507;2707,4,2,1,
R00808,3.0,,,0,0,2507;2707;2810,3,2,2,
R06540,3.0,,,0,0,2101;2108;2201;2204;2205;2501;2507;2707,3,2,2,
R02510,3.0,,,0,0,2507;2599;2707;2799,4,2,1,
R05941,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R00407,3.0,,,0,0,2101;2108;2201;2707,2,2,2,
R00672,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R03497,3.0,,,0,0,2507;2707,3,2,1,
R02905,3.0,,,0,0,2101;2108;2201;2507;2703;2707;2810,4,8,1,
R03130,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,2,
R04600,3.0,,,0,0,2507;2707,4,2,1,
R02145,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,2,
R03070,3.0,,,0,0,2101;2108;2201;2707,3,2,1,기획MD
R04271,3.0,,,0,0,2707;2201;2507,4,2,1,
R01122,3.0,,,0,0,2707;2205;2204;2201,4,2,1,
R04833,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R03994,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R05389,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02453,3.0,,,0,0,2507;2707,4,2,1,
R03924,3.0,,,0,0,2507;2599,4,2,2,
R02912,3.0,,,0,0,2101;2113;2201;2204;2205;2707;3103;3199,3,2,2,
R03791,3.0,,,0,0,2507;2707,4,8,1,인턴;채용의
R02388,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01827,3.0,,,0,0,2501;2507;2707,2,2,1,
R03140,3.0,,,0,0,2507;2707,3,2,1,
R01560,3.0,,,0,0,2507;2707,3,2,1,
R00336,3.0,,,0,0,2101;2109;2110;2203;2507;2707,4,2,1,
R01410,3.0,,,0,0,2507;2707,4,2,2,
R03885,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R05944,3.0,,,0,0,2507;2707,3,2,1,
R00183,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01185,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,영업;관리;영업관리;MD
R06615,3.0,,,0,0,2507;2707,3,2,2,
R04684,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707,4,2,1,
R02952,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00470,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04864,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R05116,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R04783,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02915,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06311,3.0,,,0,0,2201;2204;2205;2707,2,2,1,영업;매장관리;매출관리
R03903,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R04002,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R04556,5.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R06667,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02402,3.0,,,0,0,2108;2109;2110;2203;2204;2299;2707;2810,4,2,1,
R04884,3.0,,,0,0,2108;2707;2810,2,2,1,
R04368,1.0,,,0,0,2799;2707,2,2,1,검사원;섬유;검사;해외소싱;생산관리;내수;패턴사;생산;의류생산관리;남성복;여성복;숙녀복;관리;정장;소싱
R01968,3.0,,,0,0,2507;2707,3,2,2,
R00904,3.0,,,0,0,2101;2108;2201;2204;2205;2707,2,2,2,
R02469,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R06617,3.0,,,0,0,2101;2201;2204;2205;2206;2707,3,2,2,
R02378,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,2,
R02538,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R04043,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R04984,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R05044,3.0,,,0,0,2101;2108;2201;2707;2810,3,2,1,
R04751,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,남성복;솔리드옴므;MD
R00952,3.0,,,0,0,2204;2205;2707,3,2,1,
R03049,5.0,,,0,0,2507;2707;2810,2,2,1,
R03006,3.0,,,0,0,2101;2107;2109;2110;2201;2203;2204;2205,3,2,1,
R03594,3.0,,,0,0,2102;2707,3,2,2,
R02776,3.0,,,0,0,2707;2507;2201;2104,3,2,2,
R06041,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R03183,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06586,3.0,,,0,0,2507;2707,3,2,1,
R05242,3.0,,,0,0,2507;2707,2,2,1,
R03327,3.0,,,0,0,2507;2707,4,2,1,
R01954,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R04640,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06287,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00937,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02545,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R02323,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R04434,3.0,,,0,0,2101;2104;2105;2303;2707;3007,3,2,0,
R05977,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03753,3.0,,,0,0,2108;2707,4,2,1,
R03568,5.0,,,0,0,2507;2707;2810,2,2,1,
R06172,3.0,,,0,0,2109;2507;2707,4,2,2,
R01858,3.0,,,0,0,2507;2707,3,2,2,
R04057,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05943,3.0,,,0,0,2507;2707;2101,4,2,1,
R04486,3.0,,,0,0,2102;2103;2108;2201;2204;2205;2506;2507,2,2,2,
R05128,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R05744,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,2,영업;여성복
R06571,3.0,,,0,0,2507;2707,3,2,1,
R05181,3.0,,,0,0,2204;2205;2707,4,2,2,
R03410,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02312,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R03361,3.0,,,0,0,2204;2205;2707,4,2,2,
R05203,3.0,,,0,0,2507;2707,3,2,1,
R00644,3.0,,,0,0,2108;2707;2810,3,2,1,
R01089,3.0,,,0,0,2507;2707,3,2,1,
R04189,3.0,,,0,0,2507;2110;2101,4,2,1,
R01125,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R00355,5.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06386,3.0,20.0,,0,0,2108;2501;2507;2707;2810,2,2,1,
