resume_seq,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major,univ_sub_major,univ_major_type,univ_score
U08182,0,기타,기타,기타,0,5,5,0,5,,,9,70.0
U05875,8,특성화고,공립,남자학교,9,5,5,0,7,,,0,80.0
U02043,21,일반고,사립,남자학교,3,5,5,0,15,,,8,80.0
U00784,0,기타,기타,기타,5,5,5,0,3,,,9,70.0
U04164,0,기타,기타,기타,0,3,5,0,7,동양철학,,5,2.3
U02193,21,일반고,공립,여자학교,3,5,5,0,3,,,8,80.0
U00332,0,기타,기타,기타,0,5,5,0,10,,,0,80.0
U07282,0,기타,기타,기타,0,0,0,0,0,,,9,80.0
U04879,21,일반고,사립,남여공학,3,5,5,0,3,미술학부조소전공,,9,70.0
U01156,0,기타,기타,기타,0,3,5,0,16,,,5,70.0
U01703,21,일반고,공립,남자학교,15,3,5,0,15,,,0,80.0
U04969,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U07199,21,일반고,사립,남자학교,3,5,5,0,4,회계,,3,70.0
U06325,21,일반고,사립,여자학교,3,5,5,0,3,컴퓨터정보학부,,10,80.0
U01252,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U06723,21,일반고,사립,여자학교,15,3,5,0,15,,,9,70.0
U05464,21,일반고,사립,남여공학,5,5,5,0,5,,,3,80.0
U07734,21,일반고,공립,여자학교,6,5,5,0,13,,,19,90.0
U00130,0,기타,기타,기타,0,3,5,0,8,,,19,80.0
U01492,0,기타,기타,기타,0,4,5,0,13,,,4,0.0
U07488,21,일반고,사립,남자학교,3,5,5,0,3,,,3,70.0
U01545,8,특성화고,공립,남여공학,7,5,5,0,6,,,4,3.6
U01321,21,자율고,사립,남자학교,3,5,5,0,3,,,9,80.0
U01675,21,자율고,공립,남여공학,5,5,5,0,18,,,4,80.0
U04669,21,일반고,사립,남자학교,3,5,5,0,5,,,8,80.0
U07529,21,자율고,사립,남자학교,3,5,5,0,5,,,19,80.0
U02092,21,일반고,사립,남자학교,17,5,5,0,18,,,3,80.0
U04523,21,일반고,공립,여자학교,5,5,5,0,3,독어독문학과,,0,70.0
U02142,21,일반고,사립,남여공학,3,5,5,0,18,,,4,80.0
U06882,21,일반고,사립,남자학교,8,5,5,0,8,,,3,60.0
U00858,0,기타,기타,기타,0,0,0,0,0,대외한어과,,8,85.0
U00941,21,일반고,공립,남여공학,5,5,5,0,3,,,9,90.0
U00024,21,일반고,사립,남자학교,17,3,5,0,10,,,15,70.0
U02412,21,일반고,공립,남여공학,10,5,5,0,10,,,18,80.0
U01935,21,자율고,공립,남여공학,13,4,5,0,13,,,4,70.0
U04571,19,특목고,사립,남여공학,3,5,5,0,3,,정치외교학,18,80.0
U00767,21,일반고,사립,여자학교,3,5,5,0,3,,,9,70.0
U02768,21,일반고,사립,남자학교,3,0,0,0,0,,,9,90.0
U05221,21,일반고,사립,남자학교,3,5,5,0,3,,,9,70.0
U01737,21,일반고,사립,남여공학,3,5,5,0,3,,,9,70.0
U00127,21,일반고,공립,여자학교,4,5,5,0,4,,,5,80.0
U03832,21,일반고,사립,남자학교,3,3,6,0,3,전자계산학,,7,90.0
U05019,21,일반고,사립,남자학교,6,5,5,0,6,,,4,80.0
U07909,21,일반고,사립,여자학교,7,3,5,0,18,,,5,80.0
U01301,21,일반고,사립,남자학교,3,5,5,0,5,,,19,70.0
U00518,21,일반고,사립,남자학교,11,5,5,0,11,,,9,80.0
U04704,21,일반고,사립,여자학교,3,0,0,0,0,,,3,70.0
U00411,0,기타,기타,기타,0,5,5,0,5,,,19,80.0
U03623,0,기타,기타,기타,3,5,5,0,3,,,9,80.0
U06288,0,기타,기타,기타,0,5,5,0,3,,,9,80.0
U07870,21,자율고,사립,남자학교,3,5,5,0,18,의류직물,,9,70.0
U02953,21,일반고,공립,남여공학,3,5,7,1,3,디자인기획학과,,9,80.0
U06222,21,일반고,공립,여자학교,11,5,5,0,11,,,19,80.0
U06394,21,일반고,공립,남여공학,5,5,5,0,13,,,3,80.0
U06029,21,일반고,사립,남여공학,9,3,5,0,9,,,9,70.0
U01167,21,일반고,공립,남여공학,5,0,0,0,0,,,9,90.0
U06143,21,일반고,공립,남여공학,5,0,0,0,0,,,9,70.0
U05928,21,일반고,공립,남여공학,11,3,5,0,9,,,4,80.0
U08285,21,일반고,공립,여자학교,13,0,0,0,0,,,9,70.0
U02831,18,특성화고,공립,남여공학,13,5,7,0,3,,,9,80.0
U05279,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U07764,0,기타,기타,기타,0,5,5,0,3,,,3,80.0
U08195,21,일반고,사립,여자학교,14,5,5,0,3,,,5,80.0
U01565,0,기타,기타,기타,0,5,5,0,7,,,9,4.5
U02416,21,일반고,공립,남여공학,4,3,5,0,7,,,4,80.0
U06395,21,일반고,사립,여자학교,10,5,5,0,10,,,4,90.0
U06012,0,기타,기타,기타,0,3,6,0,3,,,5,70.0
U03746,21,일반고,공립,남자학교,3,5,5,0,5,신학연구학과,,21,0.0
U06339,0,기타,기타,기타,0,5,5,0,7,,,9,60.0
U04268,0,기타,기타,기타,0,3,5,0,4,,,3,70.0
U06469,21,일반고,공립,남여공학,5,3,6,0,3,,,3,3.0
U00549,21,일반고,사립,남여공학,18,5,5,0,10,,,9,70.0
U07094,21,자율고,공립,여자학교,5,5,5,0,3,,,5,20.0
U05418,21,일반고,사립,남여공학,3,0,0,0,0,,,9,20.0
U00330,21,일반고,사립,여자학교,7,5,5,0,10,,,9,70.0
U03518,21,일반고,공립,남여공학,3,5,7,0,3,,,9,80.0
U02236,21,일반고,사립,여자학교,11,5,5,0,11,,,9,70.0
U00576,21,일반고,공립,남여공학,5,5,5,0,17,,패션VMDMD학과,4,90.0
U00565,0,기타,기타,기타,0,0,0,0,0,파인아트,무대디자인,9,9.0
U02758,21,일반고,공립,여자학교,11,5,5,0,11,패션산업학부,,4,70.0
U07609,21,일반고,공립,여자학교,14,5,5,0,8,,,9,90.0
U03355,0,기타,기타,기타,0,5,5,0,5,파이버시스템공학과,,13,60.0
U04156,0,기타,기타,기타,0,5,5,0,5,,,5,70.0
U08150,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U00888,21,일반고,사립,여자학교,3,3,6,0,3,,,19,3.0
U08103,21,일반고,사립,남자학교,3,5,5,0,18,,,15,70.0
U06564,0,기타,기타,기타,0,0,0,0,0,,,9,80.0
U03445,21,일반고,공립,남여공학,3,0,0,0,0,의상학사,,19,90.0
U05322,21,일반고,공립,남여공학,3,5,5,0,4,,,8,80.0
U06536,21,일반고,사립,여자학교,5,5,5,0,3,,,10,70.0
U06736,21,자율고,사립,남여공학,3,0,0,0,0,,,9,13.0
U05900,21,일반고,공립,남여공학,5,5,5,0,10,,,9,0.0
U08136,21,일반고,공립,여자학교,5,5,5,0,3,,,0,80.0
U02184,21,일반고,공립,남여공학,5,5,5,0,3,,,9,70.0
U00417,0,기타,기타,기타,0,5,5,0,3,,실내디자인학,9,70.0
U05429,21,자율고,사립,남자학교,3,5,5,0,3,,,3,80.0
U05335,0,기타,기타,기타,11,3,5,0,9,,,9,90.0
U03233,0,기타,기타,기타,0,0,0,0,0,,,9,80.0
U02075,21,일반고,사립,남자학교,3,5,5,0,4,전산과,,7,80.0
U06010,21,일반고,사립,여자학교,7,5,5,0,11,,,20,80.0
U03479,21,일반고,공립,남자학교,11,3,5,0,11,국제지역학동북아중국경제,,3,70.0
U02118,21,일반고,사립,여자학교,10,5,5,0,10,의류패션학과졸업,,20,80.0
U02463,0,기타,기타,기타,5,5,5,0,3,,,18,70.0
U01494,21,일반고,공립,남여공학,3,5,5,0,5,,,18,70.0
U01090,21,일반고,사립,여자학교,3,5,5,0,5,컴퓨터과학과,,4,70.0
U04448,21,일반고,공립,남여공학,3,0,0,0,0,FashiondesignspecializationArt,,9,90.0
U01148,0,기타,기타,기타,0,0,0,0,0,,,9,70.0
U03541,21,일반고,사립,남자학교,10,5,5,0,10,,,9,80.0
U04911,21,일반고,사립,남자학교,3,5,5,0,5,,,9,70.0
U03572,0,기타,기타,기타,3,5,10,0,3,방송정보통신과,,7,80.0
U06385,21,일반고,사립,여자학교,3,5,5,0,3,,,19,80.0
U04930,0,기타,기타,기타,0,5,5,0,4,,,0,60.0
U00867,21,일반고,사립,남여공학,15,5,5,0,15,,,8,90.0
U06013,21,일반고,공립,남여공학,5,5,5,0,13,,일어일본학,19,70.0
U07646,21,일반고,사립,남여공학,5,4,5,0,13,,,18,80.0
U05186,21,일반고,사립,남자학교,3,5,5,0,13,일어일본어,,8,80.0
U05944,21,일반고,사립,여자학교,5,5,5,0,3,,,9,70.0
U05793,0,기타,기타,기타,16,3,6,0,3,,,19,80.0
U06653,21,일반고,공립,남여공학,5,0,0,0,0,,,9,80.0
U01986,21,일반고,공립,여자학교,17,5,5,0,18,,,9,70.0
U08385,16,특성화고,사립,여자학교,11,3,5,0,11,,,19,80.0
U07776,0,기타,기타,기타,3,5,5,0,3,,,4,3.8
U07420,0,기타,기타,기타,0,5,5,0,3,,,2,70.0
U07262,21,일반고,사립,남자학교,3,5,5,0,5,,,8,80.0
U00489,21,일반고,사립,여자학교,11,5,5,0,3,,,8,80.0
U00904,21,일반고,사립,남자학교,3,5,10,0,5,,,9,90.0
U01503,0,기타,기타,기타,5,5,5,0,13,,,3,80.0
U04228,21,일반고,공립,남여공학,17,5,5,0,5,,,0,80.0
U03709,21,일반고,사립,남자학교,9,5,5,0,7,지역사회개발,,5,80.0
U06539,21,일반고,사립,여자학교,3,5,5,0,3,생활과학대학의상학과,,19,80.0
U08278,21,일반고,사립,남여공학,5,5,5,0,5,,,7,80.0
U04623,21,일반고,공립,남여공학,3,5,5,0,17,,,3,80.0
U05745,21,일반고,공립,여자학교,3,5,10,0,5,,,19,100.0
U06812,0,기타,기타,기타,0,0,0,0,0,,,4,70.0
U05959,21,일반고,공립,여자학교,11,5,5,0,11,음악성악,,9,80.0
U08349,21,일반고,사립,남자학교,3,5,5,0,12,의류학과의류학전공,,19,80.0
U08203,0,기타,기타,기타,18,3,5,0,18,,,8,90.0
U00038,21,일반고,공립,남자학교,13,5,5,0,17,,,9,80.0
U00934,21,일반고,사립,여자학교,3,5,5,0,9,패션학부텍스타일디자인전공,,9,70.0
U02443,21,일반고,사립,여자학교,5,5,5,0,5,,,3,90.0
U02069,18,일반고,사립,여자학교,8,5,5,0,8,,,9,90.0
U05114,21,일반고,사립,남자학교,3,5,10,0,5,,,20,80.0
U04478,21,일반고,공립,남여공학,5,0,0,0,0,,,10,80.0
U03603,21,일반고,사립,남여공학,3,5,5,0,3,,,10,70.0
U01108,21,일반고,사립,여자학교,18,5,5,0,18,,,9,80.0
U04647,21,일반고,사립,여자학교,5,5,5,0,5,,,19,70.0
U00178,21,일반고,사립,여자학교,15,5,5,0,15,아동가정복지,,19,80.0
U06073,21,일반고,공립,남여공학,5,5,5,0,5,,,9,70.0
U00609,21,일반고,공립,남자학교,15,5,5,0,15,,,3,80.0
U00754,21,일반고,사립,남여공학,8,5,5,0,8,,,9,70.0
U04772,21,일반고,공립,남여공학,5,5,5,0,17,,,5,90.0
U07170,21,일반고,사립,남여공학,16,5,5,0,3,,,0,80.0
U05533,21,일반고,공립,남자학교,3,5,5,0,10,,,9,50.0
U06092,21,일반고,사립,남여공학,3,3,6,0,3,,,19,60.0
U05558,0,기타,기타,기타,0,5,5,0,9,,섬유패션비지니스,9,80.0
U00306,21,일반고,공립,남여공학,4,3,5,0,4,,,3,70.0
U06853,21,일반고,공립,남자학교,5,5,5,0,17,운동건강학과,,9,70.0
U04163,21,자율고,사립,남자학교,3,5,5,0,5,,,3,80.0
U01671,21,일반고,공립,여자학교,15,5,5,0,15,,,0,90.0
U00310,21,자율고,사립,남자학교,3,5,5,0,3,,,8,80.0
U05968,0,기타,기타,기타,0,5,5,0,10,,,4,90.0
U02697,0,기타,기타,기타,0,5,5,0,3,,,9,80.0
U07364,0,기타,기타,기타,15,5,5,0,15,,,9,90.0
U06625,16,특성화고,사립,여자학교,8,5,5,0,8,,,9,80.0
U08092,21,일반고,공립,남여공학,3,5,5,0,5,,,0,80.0
U00577,21,일반고,사립,남자학교,5,5,5,0,5,경제무역통상학부,,3,50.0
U01067,0,기타,기타,기타,0,5,5,0,3,,,9,80.0
U03397,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U07140,21,일반고,공립,남여공학,5,5,5,0,3,공업디자인학과,,9,70.0
U05727,0,기타,기타,기타,0,5,5,0,7,,,3,80.0
U06660,21,일반고,공립,남자학교,13,5,5,0,12,전기전자정보통신공학부,,6,60.0
U02023,21,일반고,사립,남여공학,8,3,5,0,3,기계설계학과,,0,80.0
U08222,21,일반고,사립,여자학교,9,5,5,0,3,,,9,90.0
U03502,21,일반고,사립,남여공학,5,5,5,0,18,,,23,90.0
U04583,21,자율고,사립,남여공학,3,5,5,0,3,,,9,90.0
U04286,21,일반고,사립,여자학교,9,5,5,0,9,,,0,80.0
U07579,21,일반고,공립,남자학교,17,5,5,0,3,,,3,80.0
U08058,21,일반고,공립,남여공학,10,5,5,0,10,,,9,90.0
U05213,21,일반고,사립,남자학교,6,3,5,0,6,,,18,80.0
U03993,21,일반고,사립,남자학교,10,5,5,0,10,,,9,80.0
U07292,0,기타,기타,기타,0,5,5,0,5,,교직이수디자인공예,9,80.0
U05480,21,자율고,공립,남자학교,13,5,5,0,17,,,9,80.0
U04486,21,일반고,공립,남여공학,13,5,5,0,3,무대디자인,,9,80.0
U08132,0,기타,기타,기타,0,3,6,0,3,,,19,0.0
U05599,21,일반고,사립,여자학교,3,0,0,0,0,,,9,90.0
U04855,16,특성화고,사립,여자학교,18,5,5,0,18,,,9,80.0
U03972,21,일반고,사립,남여공학,5,3,5,0,5,,,19,70.0
U00875,0,기타,기타,기타,0,5,5,0,3,,,9,70.0
U04070,21,일반고,공립,남여공학,11,5,5,0,11,,,5,70.0
U06533,21,일반고,공립,여자학교,17,5,10,0,5,전산학과,,7,70.0
U06078,21,자율고,공립,남자학교,8,3,5,0,9,경제통상학,,3,80.0
U03010,21,일반고,사립,남자학교,3,5,5,0,3,,,3,70.0
U02651,0,기타,기타,기타,3,5,5,0,3,,,4,20.0
U01287,8,특성화고,사립,남여공학,3,0,0,0,0,범죄심리학과,,18,0.0
U05218,21,일반고,사립,남자학교,3,5,5,0,5,,,5,80.0
U03850,21,일반고,사립,여자학교,7,5,10,0,7,VMD,,9,90.0
U07354,21,자율고,공립,남자학교,14,5,5,0,3,,,3,90.0
U01946,21,일반고,사립,남여공학,3,5,5,0,3,미술대학산업공예학과,,9,90.0
U00682,21,일반고,사립,여자학교,3,5,5,0,3,,,0,70.0
U01673,21,일반고,공립,남여공학,3,5,5,0,5,,,3,70.0
U01312,0,기타,기타,기타,0,5,5,0,5,,,0,80.0
U08214,21,일반고,공립,남여공학,3,5,5,0,3,보건관리학,,4,100.0
U00280,21,일반고,사립,남여공학,3,5,5,0,4,,경제,3,20.0
U05780,0,기타,기타,기타,0,5,10,0,5,,,9,80.0
U00389,21,일반고,공립,남여공학,5,5,5,0,3,역사학,,5,80.0
U01615,0,기타,기타,기타,0,5,10,0,11,,,19,80.0
U03715,21,일반고,사립,남자학교,3,3,6,0,3,,,8,70.0
U01270,21,일반고,공립,여자학교,3,5,5,0,3,현대미술전공,미디어커뮤니케이션학,9,80.0
U06493,20,특목고,사립,남여공학,5,5,5,0,5,불문과,,8,4.0
U01574,0,기타,기타,기타,0,5,7,0,3,,,5,20.0
U01788,21,일반고,사립,남자학교,3,5,5,0,10,,,0,70.0
U01821,18,특성화고,공립,남여공학,13,3,6,0,3,,,5,0.0
U07059,21,일반고,공립,남여공학,3,5,5,0,17,,,9,80.0
U07374,21,일반고,사립,남여공학,17,5,5,0,17,,아동학,4,70.0
U01262,21,일반고,공립,남여공학,3,0,0,0,0,,,9,70.0
U02799,21,일반고,공립,여자학교,13,4,5,0,13,,,19,90.0
U00591,21,일반고,공립,여자학교,3,0,0,0,0,유통경영,,5,60.0
U00004,21,일반고,공립,남여공학,5,5,5,0,5,,,3,70.0
U03691,0,기타,기타,기타,8,5,10,0,5,,,9,90.0
U02136,21,일반고,공립,여자학교,18,5,5,0,18,,,4,70.0
U02091,21,일반고,공립,여자학교,5,5,5,0,3,미술컨텐츠,,9,90.0
U03922,21,일반고,공립,남여공학,3,5,7,0,3,,,5,90.0
U07267,21,자율고,사립,남여공학,7,5,5,0,3,,,5,80.0
U00507,0,기타,기타,기타,0,3,5,0,15,,,19,70.0
U00360,21,자율고,사립,남자학교,3,0,0,0,0,,,3,70.0
U02968,21,일반고,공립,남여공학,5,5,5,0,3,디자인학과서피스디자인전공,,9,70.0
U04537,0,기타,기타,기타,0,4,5,0,13,,,4,80.0
U07962,21,일반고,공립,여자학교,3,0,0,0,0,도자문화디자인학과,,9,70.0
U02183,21,일반고,사립,여자학교,3,5,5,0,3,,,8,90.0
U06880,21,일반고,사립,여자학교,3,5,5,0,9,,,9,90.0
U06870,21,일반고,사립,여자학교,11,5,5,0,11,,,9,80.0
U05520,21,일반고,공립,남여공학,5,5,5,0,5,,,3,90.0
U03002,21,일반고,공립,남여공학,5,4,5,0,13,,패션산업학과,9,70.0
U06444,21,일반고,공립,남여공학,3,5,5,0,3,,,0,80.0
U02378,21,일반고,사립,여자학교,10,5,5,0,5,,,9,80.0
U02365,21,일반고,사립,여자학교,3,0,0,0,0,가정학과의류산업과,,19,70.0
U01723,21,자율고,사립,여자학교,3,5,5,0,3,,,4,80.0
U04688,21,일반고,사립,남자학교,4,5,5,0,3,,,17,80.0
U00391,21,일반고,사립,여자학교,4,5,5,0,3,,,19,90.0
U08310,21,일반고,사립,남여공학,5,5,5,0,5,,,9,90.0
U06927,0,기타,기타,기타,11,5,5,0,11,,,3,60.0
U06949,21,일반고,사립,남자학교,3,5,5,0,3,,,9,70.0
U05937,21,일반고,사립,여자학교,3,5,5,0,5,,,9,90.0
U08213,21,일반고,사립,남자학교,8,5,5,0,8,,,0,70.0
U04136,21,일반고,사립,남자학교,3,5,5,0,5,,,8,80.0
U03600,21,일반고,공립,남여공학,3,0,0,0,0,,,9,80.0
U06432,8,특성화고,공립,남여공학,13,5,5,0,18,,,9,80.0
U06538,21,일반고,공립,남여공학,8,3,5,0,8,,,3,80.0
U00185,18,일반고,사립,여자학교,8,5,5,0,8,미술대학조형디자인학부섬유패션전공,,9,0.0
U00643,21,일반고,공립,남여공학,3,5,5,0,18,,,9,70.0
U03573,21,일반고,공립,남여공학,5,0,0,0,0,,,9,20.0
U01577,21,일반고,사립,여자학교,10,5,5,0,10,,,4,80.0
U08223,0,기타,기타,기타,0,5,5,0,11,경제무역학부무역학과,,3,70.0
U05796,21,일반고,공립,여자학교,11,3,5,0,11,,,9,80.0
U00158,21,일반고,사립,여자학교,7,5,5,0,7,조형계열디자인학부패션디자인,,9,90.0
U02117,0,기타,기타,기타,0,5,5,0,3,,,3,60.0
U06439,0,기타,기타,기타,0,5,5,0,3,,,5,80.0
U06874,0,기타,기타,기타,0,5,10,0,5,,,5,0.0
U04225,0,기타,기타,기타,0,5,5,0,6,,,4,80.0
U00282,0,기타,기타,기타,6,3,5,0,11,,,19,80.0
U05081,21,일반고,공립,남여공학,11,3,5,0,9,,,20,70.0
U06241,21,일반고,사립,여자학교,3,5,5,0,17,,,9,70.0
U04288,21,일반고,사립,남자학교,3,5,5,0,5,,,2,70.0
U04738,21,일반고,사립,여자학교,5,5,5,0,13,,,19,0.0
U06216,21,일반고,사립,남자학교,11,5,5,0,11,,국제무역통상학,3,70.0
U03102,0,기타,기타,기타,0,5,5,0,3,,,8,80.0
U00089,21,일반고,공립,남자학교,11,5,5,0,11,,,9,70.0
U03442,21,일반고,공립,남여공학,5,5,5,0,5,,,3,0.0
U02568,12,특성화고,공립,남여공학,5,5,7,0,3,,,22,0.0
U07520,21,일반고,사립,남여공학,5,3,5,0,11,,,20,80.0
U06015,21,일반고,사립,남자학교,3,5,5,0,6,,,8,0.0
U03580,21,일반고,공립,여자학교,6,0,0,0,0,,,4,70.0
U01836,0,기타,기타,기타,0,0,0,0,0,어패럴디자인과졸업,,9,50.0
U01268,21,일반고,사립,남자학교,3,5,5,0,17,,,9,70.0
U03300,0,기타,기타,기타,0,5,5,0,11,,,9,70.0
U00103,21,일반고,사립,남여공학,3,5,5,0,3,디자인대학섬유패션디자인과,,9,80.0
U06409,21,일반고,사립,여자학교,3,5,5,0,3,,,19,80.0
U07247,21,일반고,사립,여자학교,17,0,0,0,0,,,4,90.0
U08303,0,기타,기타,기타,0,3,6,0,3,,,3,80.0
U04743,21,일반고,사립,여자학교,14,5,5,0,3,,,3,80.0
U06681,21,일반고,공립,여자학교,12,5,5,0,10,,,9,80.0
U01928,0,기타,기타,기타,0,5,5,0,3,,,20,90.0
U06896,8,특성화고,공립,남여공학,3,5,5,0,5,,,0,90.0
U00543,21,일반고,사립,여자학교,8,5,5,0,8,,,9,90.0
U04817,21,일반고,사립,남자학교,6,5,5,0,15,,,8,70.0
U03420,21,일반고,공립,남여공학,11,5,5,0,11,,,4,70.0
U04587,21,일반고,사립,남자학교,5,0,0,0,0,,,3,80.0
U03242,21,일반고,공립,남여공학,3,5,5,0,3,,,8,80.0
U05330,21,일반고,공립,여자학교,15,3,5,0,17,정보통신공학부전기전자정보전공,,12,80.0
U00426,21,일반고,사립,여자학교,8,5,5,0,8,,,9,70.0
U04765,0,기타,기타,기타,0,5,5,0,5,,,19,70.0
U06537,0,기타,기타,기타,13,5,7,0,3,,,9,80.0
U06979,8,특목고,기타,남여공학,7,3,6,0,3,,,3,90.0
U03230,0,기타,기타,기타,0,5,5,0,6,,,5,70.0
U07197,21,일반고,공립,남여공학,3,5,5,0,3,,국제통상학과,8,70.0
U06224,21,일반고,공립,여자학교,13,4,5,0,13,,,4,80.0
U05214,21,일반고,사립,여자학교,15,3,5,0,15,,,0,70.0
U03037,21,일반고,사립,남자학교,7,5,5,0,7,,,0,80.0
U06996,0,기타,기타,기타,0,5,5,0,3,,,3,60.0
U03456,21,일반고,사립,여자학교,8,3,5,0,8,컴퓨터공학멀티미디어전공,,10,90.0
U02603,0,기타,기타,기타,6,5,7,0,3,부동산학과,,3,80.0
U06637,21,일반고,공립,남자학교,3,5,5,0,5,생물자원과학,기계공학,4,70.0
U02675,0,기타,기타,기타,0,5,5,0,3,,,3,80.0
U02797,0,기타,기타,기타,0,3,5,0,16,미술학과조소전공,,9,80.0
U04003,21,일반고,사립,남자학교,5,5,5,0,18,,,3,70.0
U03648,0,기타,기타,기타,7,3,5,0,7,,,19,90.0
U06122,21,일반고,사립,여자학교,11,3,5,0,11,,,9,90.0
U06748,21,일반고,사립,여자학교,9,5,5,0,9,,,9,70.0
U03940,21,일반고,사립,남자학교,9,5,5,1,7,,,9,70.0
U00672,21,일반고,사립,여자학교,3,5,5,0,3,,,4,80.0
U06147,21,일반고,공립,남여공학,5,5,5,0,5,,,3,80.0
U00644,21,일반고,사립,여자학교,3,3,6,0,3,,,8,70.0
U06852,21,일반고,사립,남여공학,5,5,10,0,5,,,9,90.0
U04897,21,일반고,사립,남여공학,18,5,5,0,18,,,0,70.0
U07472,21,일반고,사립,남자학교,3,5,5,0,5,,,5,60.0
U06952,21,일반고,사립,여자학교,3,5,5,0,3,,,9,90.0
U01242,21,일반고,사립,남자학교,3,3,5,0,3,노인체육복지학과,,9,60.0
U01078,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U07763,21,일반고,공립,여자학교,3,0,0,0,0,니트디자인,,9,0.0
U01162,0,기타,기타,기타,0,5,5,0,3,,,3,60.0
U08012,21,일반고,사립,남자학교,3,5,5,0,5,,,15,70.0
U05000,21,일반고,사립,여자학교,15,3,5,0,15,,,19,90.0
U07914,0,기타,기타,기타,5,5,5,0,17,,,10,70.0
U05476,21,일반고,사립,남자학교,3,5,5,0,3,,,9,70.0
U04328,0,기타,기타,기타,0,5,5,0,10,,,6,80.0
U06761,21,일반고,사립,남자학교,4,3,12,0,4,기계공학과,,11,80.0
U01525,21,일반고,공립,남여공학,5,0,0,0,0,,,5,90.0
U06776,21,일반고,사립,남자학교,8,5,5,0,3,,,4,60.0
U04968,22,일반고,사립,남여공학,5,5,5,0,5,,,9,80.0
U06915,21,자율고,사립,남여공학,3,5,5,0,18,,,5,80.0
U00129,0,기타,기타,기타,0,0,0,0,0,,,9,80.0
U01734,21,일반고,공립,남여공학,5,5,5,0,5,,,0,80.0
U02917,21,일반고,공립,남여공학,5,5,5,0,3,,,3,80.0
U07688,21,일반고,사립,여자학교,3,5,5,0,3,,,9,50.0
U04346,0,기타,기타,기타,0,5,10,0,5,,,9,20.0
U05556,21,일반고,사립,여자학교,10,5,5,0,11,,,4,90.0
U02055,0,기타,기타,기타,0,5,5,0,3,,,4,80.0
U05310,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U03196,21,일반고,공립,남여공학,14,3,5,0,14,,,9,80.0
U04374,21,일반고,사립,남자학교,3,5,5,0,3,,,3,80.0
U05423,21,일반고,공립,남자학교,3,5,7,0,3,e비즈니스학과,,3,80.0
U01513,21,일반고,공립,여자학교,18,5,5,0,10,,,20,80.0
U06400,21,일반고,공립,여자학교,3,5,5,0,5,,,0,90.0
U00343,21,일반고,공립,남여공학,3,5,5,0,3,,,0,70.0
U02282,21,일반고,공립,남여공학,5,5,5,0,5,,,5,80.0
U02954,21,일반고,공립,여자학교,15,5,5,0,15,,,20,80.0
